openalex_id,doi,title,publication_year,publication_date,journal_or_venue,authors,cited_by_count,is_oa,oa_url,search_type,abstract
https://openalex.org/W2599671200,https://doi.org/10.1007/s10750-017-3145-z,Dimorphic male squid show differential gonadal and ejaculate expenditure,2017,2017-03-21,Hydrobiologia,Lígia H. Apostólico; José Eduardo Amoroso Rodriguez Marian,29,False,,boolean_search,
https://openalex.org/W2790507556,https://doi.org/10.1093/mollus/eyy002,Spermatophore dimorphism in the chokka squid Loligo reynaudii associated with alternative mating tactics,2018,2018-01-15,Journal of Molluscan Studies,Yoko Iwata; WHH Sauer; Noriyosi Sato; Paul W. Shaw,15,True,https://academic.oup.com/mollus/article-pdf/84/2/157/24761579/eyy002.pdf,boolean_search,"Chokka squid (Loligo reynaudii) have characteristic alternative mating tactics: ‘consort’ males temporarily pair with and guard a female and transfer spermatophores onto her oviduct opening inside the mantle cavity, whereas ‘sneaker’ males rush towards a mating pair and transfer spermatophores onto the female’s buccal membrane near her sperm storage organ. Differences in mating behaviours and their related sperm-storage sites clearly constrain the fertilization process and can drive dimorphism between consort and sneaker males. The presence and character of male dimorphism has not yet been fully examined in this species, but consort males are commonly much larger than sneaker males. We observed clear dimorphism in spermatangia (the sperm mass ejaculated from the spermatophore), consistently associated with the two alternative sperm storage sites on the female’s body. Observations of spermatophores stored in the Needham’s sac of mature males confirmed that small males produce ‘sneaker-type’ spermatangia whereas larger males produce ‘consort-type’ spermatangia, and no individuals possessed both types. Therefore, by association, the mating tactic adopted (including the sperm deposition site used) by individual males can be determined from observation of their spermatangial type, without requiring direct behavioural observation of mating. This ability to infer information about mating tactic will improve our understanding of the reproductive system and mating dynamics in this species."
https://openalex.org/W2765083365,https://doi.org/10.1111/jeb.13199,"Sperm competition, but not major histocompatibility divergence, drives differential fertilization success between alternative reproductive tactics in Chinook salmon",2017,2017-10-21,Journal of Evolutionary Biology,Sarah J. Lehnert; Laura Helou; Trevor E. Pitcher; John W. Heath; Daniel D. Heath,9,True,https://scholar.uwindsor.ca/biologypub/137,boolean_search,"Abstract Post‐copulatory sexual selection processes, including sperm competition and cryptic female choice (CFC), can operate based on major histocompatibility (MH) genes. We investigated sperm competition between male alternative reproductive tactics [jack (sneaker) and hooknose (guard)] of Chinook salmon (Oncorhynchus tshawytscha). Using a full factorial design, we examined in vitro competitive fertilization success of paired jack and hooknose males at three time points after sperm activation (0, 15 and 60 s) to test for male competition, CFC and time effects on male fertilization success. We also examined egg‐mediated CFC at two MH genes by examining both the relationship between competitive fertilization success and MH divergence as well as inheritance patterns of MH alleles in resulting offspring. We found that jacks sired more offspring than hooknose males at 0 s post‐activation; however, jack fertilization success declined over time post‐activation, suggesting a trade‐off between sperm speed and longevity. Enhanced fertilization success of jacks (presumably via higher sperm quality) may serve to increase sneaker tactic competitiveness relative to dominant hooknose males. We also found evidence of egg‐mediated CFC (i.e. female × male interaction) influencing competitive fertilization success; however, CFC was not acting on the MH genes as we found no relationship between fertilization success and MH II β1 or MH I α1 divergence and we found no deviations from Mendelian inheritance of MH alleles in the offspring. Our study provides insight into evolutionary mechanisms influencing variation in male mating success within alternative reproductive tactics, thus underscoring different strategies that males can adopt to attain success."
https://openalex.org/W2625657219,https://doi.org/10.1242/jeb.154195,Ovarian fluid impacts flagellar beating and biomechanical metrics of sperm between alternative reproductive tactics,2017,2017-06-14,Journal of Experimental Biology,Ian A.E. Butts; Galina Prokopchuk; Vojtěch Kašpar; Jacky Cosson; Trevor E. Pitcher,35,False,,boolean_search,"Alternative reproductive tactics (ARTs) are prevalent in nature, where smaller parasitic males typically have better sperm quality than larger territorial guard males. At present, it is unclear what is causing this phenomenon. Our objective was to gain insights into sperm form and function by examining flagellar beating patterns (beat frequency, wave amplitude, bend length, bend angle, wave velocity) and biomechanical sperm metrics (velocity, hydrodynamic power output, propulsive efficiency) of wild spawning Chinook salmon ARTs. Ovarian fluid and milt were collected to form a series of eight experimental blocks, each composed of ovarian fluid from a unique female and sperm from a unique pair of parasitic jack and guard hooknose males. Sperm from each ART were activated in river water and ovarian fluid. Flagellar parameters were evaluated from recordings using high-speed video microscopy and biomechanical metrics were quantified. We show that ART has an impact on flagellar beating, where jacks had a higher bend length and bend angle than hooknoses. Activation media also impacted the pattern of flagellar parameters, such that beat frequency, wave velocity and bend angle declined, while wave amplitude of flagella increased when ovarian fluid was incorporated into activation media. Furthermore, we found that sperm from jacks swam faster than those from hooknoses and required less hydrodynamic power output to propel themselves in river water and ovarian fluid. Jack sperm were also more efficient at swimming than hooknose sperm, and propulsive efficiency increased when cells were activated in ovarian fluid. The results demonstrate that sperm biomechanics may be driving divergence in competitive reproductive success between ARTs."
https://openalex.org/W2797967471,https://doi.org/10.1111/jeb.13284,"Resource availability, mating opportunity and sexual selection intensity influence the expression of male alternative reproductive tactics",2018,2018-04-20,Journal of Evolutionary Biology,Paolo Giovanni Ghislandi; Stano Pekár; Magdalena Matzke; Sarah Schulte‐Döinghaus; Trine Bilde; Cristina Tuni,29,False,,boolean_search,"The expression of alternative reproductive tactics can be plastic and occur simultaneously depending on cues that vary spatially or temporally. For example, variation in resources and sexual selection intensity is expected to influence the pay-off of each tactic and shape the decision of which tactic to employ. Males of the nuptial gift-giving spider Pisaura mirabilis can adopt three tactics: offering a genuine prey gift, a 'worthless' non-nutritious gift or no gift. We hypothesized that resources and/or male body condition, and mating opportunity and sexual selection intensity, vary over the course of the mating season to shape the co-existence of alternative traits. We measured these variables in the field over two seasons, to investigate the predictions that as the mating season progresses, (i) males become more likely to employ a gift-giving tactic, and (ii) the likelihood of switching from worthless to genuine gifts increases. Prey availability increased over the season and co-varied with the propensity of males to employ the gift-giving tactic, but we found no support for condition-dependent gift giving. Males responded to an increase in female availability by increasing their mating effort (gift production). Furthermore, the frequency of genuine gift use increased with sexual selection intensity, consistent with the assumption that sperm competition intensity increases with time. Our results suggest that the frequency of alternative tactics is shaped by seasonal changes in ecological factors and sexual selection. This leads to relaxed selection for the gift-giving tactic early in the season when females are less choosy and resources more scarce, and increased selection for genuine gifts later in the season driven by mating opportunity and risk of sperm competition."
https://openalex.org/W2895665275,https://doi.org/10.11606/d.41.2018.tde-20092018-145433,Sperm competition games between majors and minors: a meta-regression of fishes with alternative mating tactics,2018,2018-10-04,,Lygia Aguiar Del Matto,4,True,http://www.teses.usp.br/teses/disponiveis/41/41133/tde-20092018-145433/,boolean_search,"\n Theory predicts that in species with a greater risk of sperm competition, males will invest more in ejaculate traits. In species with alternative mating tactics (AMTs), males of different phenotypes will be under different sperm competition risk. Because minors sneak inside other males\\' territories to mate they should always face sperm competition. Major males, on the other hand, defend territories and have more chance of mating exclusively with females. For majors, the risk of sperm competition is theoretically lower. The main prediction from game theory models for species with AMTs is that majors invest less in ejaculate traits than minors. However, when the proportion of minors in the population increases, majors should invest more in ejaculate traits, reaching a similar level of ejaculate expenditure to minors. In this study, we tested these predictions with a meta-regression analysis of 29 fish species with AMTs. As a proxy for the risk of sperm competition, we ranked each species according to a sperm competition rank with five levels, from 1 (low risk of sperm competition) to 5 (high risk of sperm competition). Overall, we found that minors invest more in ejaculate traits than majors. We also categorized the ejaculate expenditure of males, according to the original variables quantified in the studies that were included in our analysis and found that minors invest more energy in the production of gonads than majors. Additionally, minors and majors have a similar investment in sperm number and sperm quality, but majors allocate more sperm to females. Overall, the sperm competition rank did not influence the magnitude of the difference in investment of majors and minors. The differential investment in gonad mass between majors and minors should represent an increase in sperm numbers, but our data showed that majors and minors are not producing different amount of sperm. Therefore, the higher investment in gonad mass can be related to minors mating more frequently than majors. minors are not able to produce sperm in greater quantities than majors, but they probably can replenish sperm faster than majors. Against theoretical predictions, sperm quality does not respond to differences of sperm competition, probably because sperm quality is not under such strong selection as gonad mass. Our findings suggest that, in fishes with alternative mating tactics, both majors and minors are under strong selection from sperm competition, even when the risk of polyandry is low\n"
https://openalex.org/W2585829550,https://doi.org/10.1016/j.anbehav.2016.12.016,Sperm-limited males save ejaculates for future matings when competing with superior rivals,2017,2017-02-03,Animal Behaviour,Dolores Schütz; Linda Tschirren; Gudrun Pachler; Pia Grubbauer; Michael Taborsky,16,True,https://www.sciencedirect.com/science/article/am/pii/S0003347216303591?via%3Dihub,boolean_search,
https://openalex.org/W4283273285,https://doi.org/10.1111/eva.13438,"Molecular, behavioural and morphological comparisons of sperm adaptations in a fish with alternative reproductive tactics",2022,2022-06-21,Evolutionary Applications,Charlotta Kvarnemo; León Green; Ola Svensson; Kai Lindström; Sofie Schöld; Martina Griful‐Dones; Jonathan N. Havenhand; Erica H. Leder,10,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eva.13438,boolean_search,"Abstract In species with alternative reproductive tactics, there is much empirical support that parasitically spawning males have larger testes and greater sperm numbers as an evolved response to a higher degree of sperm competition, but support for higher sperm performance (motility, longevity and speed) by such males is inconsistent. We used the sand goby (Pomatoschistus minutus) to test whether sperm performance differed between breeding‐coloured males (small testes, large mucus‐filled sperm‐duct glands; build nests lined with sperm‐containing mucus, provide care) and parasitic sneaker‐morph males (no breeding colouration, large testes, rudimentary sperm‐duct glands; no nest, no care). We compared motility (per cent motile sperm), velocity, longevity of sperm, gene expression of testes and sperm morphometrics between the two morphs. We also tested if sperm‐duct gland contents affected sperm performance. We found a clear difference in gene expression of testes between the male morphs with 109 transcripts differentially expressed between the morphs. Notably, several mucin genes were upregulated in breeding‐coloured males and two ATP‐related genes were upregulated in sneaker‐morph males. There was a partial evidence of higher sperm velocity in sneaker‐morph males, but no difference in sperm motility. Presence of sperm‐duct gland contents significantly increased sperm velocity, and nonsignificantly tended to increase sperm motility, but equally so for the two morphs. The sand goby has remarkably long‐lived sperm, with only small or no decline in motility and velocity over time (5 min vs. 22 h), but again, this was equally true for both morphs. Sperm length (head, flagella, total and flagella‐to‐head ratio) did not differ between morphs and did not correlate with sperm velocity for either morph. Thus, other than a clear difference in testes gene expression, we found only modest differences between the two male morphs, confirming previous findings that increased sperm performance as an adaptation to sperm competition is not a primary target of evolution."
https://openalex.org/W2912185340,https://doi.org/10.1111/jfb.13912,Sperm maturation and male tactic‐specific differences in ejaculates in the plainfin midshipman fish Porichthys notatus,2019,2019-01-31,Journal of Fish Biology,Jessica S. Miller; Aneesh P. H. Bose; John L. Fitzpatrick; Sigal Balshine,13,False,,boolean_search,"Using the plainfin midshipman fish Porichthys notatus, a species with alternative reproductive tactics (ARTs), we investigated how sperm maturation shapes sperm competitive abilities. We compared sperm performance and morphology before and after final sperm maturation by sampling sperm from the testes and stripped ejaculates of guarders and sneakers. In accordance with sperm competition risk theory, ejaculates from sneaker males had three times as much sperm as ejaculates from guarder males and sneaker males produced faster swimming sperm than guarder males, but this was only the case after final sperm maturation had occurred. Additionally, fully mature sperm found in ejaculates had larger heads and midpieces than sperm found in the testes. These results emphasize the important role played by non-sperm components of an ejaculate in mediating sperm performance and potentially also morphology."
https://openalex.org/W2912918942,https://doi.org/10.1007/s00227-019-3474-8,Differential investment in male accessory glands: lessons from a marine fish with alternative reproductive tactics,2019,2019-02-13,Marine Biology,Jessica S. Miller; Carlotta Mazzoldi; Maria Berica Rasotto; Sigal Balshine,10,False,,boolean_search,
https://openalex.org/W2975991276,https://doi.org/10.5343/bms.2019.0045,Cephalopod mating systems as models for the study of sexual selection and alternative reproductive tactics: a review,2019,2019-09-27,Bulletin of Marine Science,Lígia H. Apostólico; José Eduardo Amoroso Rodriguez Marian,8,False,,boolean_search,"Cephalopods are a remarkable group for studies on sexual selection, due to their complex reproductive behavior, pronounced sexual dimorphism, polygamous behavior, as well as cumulative evidence of pre- and postcopulatory male-male competition and female choice in the group. is paper provides a review of sexual selection studies on cephalopods, with an emphasis on the loliginid squid mating system. In this system, males may adopt alternative reproductive tactics (ART) and display male intrasexual dimorphism, with each morph generally exhibiting distinct behaviors and ejaculate traits. Consort males typically transfer ejaculates to the female mantle cavity, while sneaker males typically transfer ejaculates to the female buccal region, where a sperm storage organ is located. Each site provides distinct fertilization environments for the ejaculates of each morph, differing in the availability of eggs, gamete protection, and timing between mating and fertilization. Accordingly, the ejaculates of each morph show putative adaptations for each site, differing in size, morphology, sperm release duration, and sperm behavior. Although solid evidence is lacking for most loliginids, cryptic female choice may occur in this system through, for example, spermatangia removal or egg string manipulation during fertilization. In addition, recent evidence for one loliginid species indicates that adoption of male ART is ontogenetic and may represent two alternative pathways: from immature males (i) directly to consort phenotype or (ii) going through a sneaker phase, then switching to consort morph. The second pathway would, therefore, imply striking change in behavior, physiology, and ejaculates. Moreover, data on the age of this species suggests that the adoption of sneaker tactic early in life may be associated with extending the male mating period by 25%. With such a peculiar system, loliginids should prove useful not only for comprehending the evolution of female promiscuity and ART in cephalopods, but also as an emerging nonvertebrate and nonarthropod model for testing sperm competition models."
https://openalex.org/W3204107476,https://doi.org/10.3390/cells10102612,Ejaculate Allocation and Sperm Characteristics Differ among Alternative Male Types in a Species of Fish with Cooperation and Competition among Unrelated Males,2021,2021-10-01,Cells,Suzanne H. Alonzo; Kelly A. Stiver; Holly K. Kindsvater; Susan E. Marsh‐Rollo; Bridget M. Nugent; Erem Kazancıoğlu,8,True,https://www.mdpi.com/2073-4409/10/10/2612/pdf?version=1633082069,boolean_search,"Sexual selection arising from sperm competition has driven the evolution of immense variation in ejaculate allocation and sperm characteristics not only among species, but also among males within a species. One question that has received little attention is how cooperation among males affects these patterns. Here we ask how male alternative reproductive types differ in testes size, ejaculate production, and sperm morphology in the ocellated wrasse, a marine fish in which unrelated males cooperate and compete during reproduction. Nesting males build nests, court females and provide care. Sneaker males only ""sneak"" spawn, while satellite males sneak, but also help by chasing away sneakers. We found that satellite males have larger absolute testes than either sneakers or nesting males, despite their cooperative role. Nesting males invested relatively less in testes than either sneakers or satellites. Though sneakers produced smaller ejaculates than either satellite or nesting males, we found no difference among male types in either sperm cell concentration or sperm number, implying sneakers may produce less seminal fluid. Sperm tail length did not differ significantly among male types, but sneaker sperm cells had significantly larger heads than either satellite or nesting male sperm, consistent with past research showing sneakers produce slower sperm. Our results highlight that social interactions among males can influence sperm and ejaculate production."
https://openalex.org/W3083897585,https://doi.org/10.1002/ece3.6657,Alternative reproductive tactics are associated with sperm performance in invasive round goby from two different salinity environments,2020,2020-09-01,Ecology and Evolution,León Green; Jan Niemax; Jens‐Peter Herrmann; Axel Temming; Charlotta Kvarnemo,12,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.6657,boolean_search,"Abstract During male–male competition, evolution can favor alternative reproductive tactics. This often results in a dominant morph that holds a resource, such as a nest for egg laying, which competes with a smaller sneaker morph that reproduces by stealing fertilizations. The salinity environment can influence male growth rates, for example, via osmoregulatory costs, which in turn may influence the use of sneaker tactics for small males competing for mating opportunities. Salinity can also affect sperm directly; however, little is known of how salinity influences sneaker tactics through sperm performance. We sampled males of the invasive round goby (Neogobius melanostomus) from two environments, a freshwater river and a brackish estuary. This fish has two male morphs: nest‐holding dark males and non‐nest‐holding light males. We examined the role of water salinity of 0, 8, and 16 on sperm performance and found that for estuarine males, a salinity of 0 reduced sperm velocity compared to a salinity of 8 and 16. Riverine males had low velocity in all salinities. Sperm viability also decreased by over 30% in 0 salinity, compared to 8 and 16, for fish from both environments. Gobies produce ejaculate contents in specialized glands that could in theory shield sperm in an adverse environment. However, gland contents did not improve sperm performance in our tests. Body mass and age estimates indicate that riverine males invested more in somatic growth compared to estuarine males. Estuarine light morph males had a high enough gonadosomatic index to indicate sneaker tactics. We propose that when sperm performance is low, such as for the riverine males, sneaker tactics are ineffective and will be selected against or phenotypically suppressed. Instead, we interpret the increased investment in somatic growth found in riverine males as a life‐history decision that is advantageous when defending a nest in the next reproductive season."
